Radial Distance from Sun(AU),Electronic Box Temperature(DegC),Out Board Sensor Temperature(DegC),In Board Sensor Temperature(DegC),Search Coil Magnetometers Temperature(DegC),Solar Array Angle(Deg),High Gain Antenna azimuth(Deg),High Gain Antenna Elevation(Deg),Date
0.3747984073031694,0.11013553987024352,-1.4267682903585956,-1.1889460484310985,0.07084046171978116,0.07014176807599143,0.13118454053648748,0.31351453526178374,2022-05-04
0.36861740532563997,0.1066902245185338,-1.4744067888567225,-1.1686432097479702,0.04103302414529025,0.08298617301741615,0.09942030257196166,0.2821750452253036,2022-05-05
0.2175076880841516,0.1377319485123735,-1.5412022843118758,-1.1575679049221799,-0.10990007351152599,0.030023155075032264,0.08177009029895999,0.27102111348183827,2022-05-06
0.1251999373338185,0.1375475357659161,-1.4597302940511145,-1.0773208978737239,0.07051982070319354,0.0973940504482016,0.1996692261879798,0.3777988049178384,2022-05-07
0.20668078741757198,0.14727352955378592,-1.3289826423372142,-1.096416329575004,-0.29685776844155043,0.10457974549382926,0.15943634160910733,0.3223904334497638,2022-05-08
0.22852422704454511,0.1764627297432162,-1.3782149019814096,-1.0932119113823864,-0.27462592091877014,0.08596204900182784,0.15261426639393905,0.3366621008631773,2022-05-09
0.2279093707818538,0.1642165957042016,-1.321672903059516,-1.1333113609498833,-0.22348886171821505,0.1157307596039027,0.1760780202120077,0.3610229945858009,2022-05-10
0.2156759880273603,0.12098592748399824,-1.2368770515569485,-1.0947606249491217,-0.12129191540647298,0.17150833176914604,0.1886554279027041,0.3691427042358555,2022-05-11
0.3097270669951104,0.1329144515423104,-1.2625404960778541,-1.0521240244770889,-0.07115906482096762,0.18046768566127866,0.20851182257174514,0.3742016082652844,2022-05-12
0.3276230516890064,0.15192426208173856,-1.3219915205868893,-1.0369528700748925,-0.04454546200111508,0.19043850580696017,0.25112437283038164,0.35575008642161265,2022-05-13
0.3268157259048894,0.17310920072486624,-1.3160999410669318,-0.8933250432799105,-0.0004894196148961783,0.1938319938024506,0.2848921257385518,0.38219815644668415,2022-05-14
0.3285319102369249,0.1476206997805275,-1.2963901817123407,-0.9043523484759498,0.0625175966694951,0.19101037790533154,0.29584773984621276,0.3816198786883615,2022-05-15
0.3559312277333811,0.16668100519338622,-1.3273082122323103,-0.8810788677970414,0.08646386657143011,0.20717963322531432,0.27496322222868913,0.38800752590876075,2022-05-16
0.390881044943817,0.16193056795047597,-1.3862936089537106,-0.8803582923451905,0.12203256915090606,0.1960978891281411,0.2772956774558406,0.3820977992238477,2022-05-17
0.3416410273173824,0.15880127091193572,-1.3534460114385,-0.897459718916798,0.13906252749729903,0.18842687597963959,0.27694809350301514,0.42408684730529783,2022-05-18
0.34647904264042156,0.1914554701349698,-1.3885179459652863,-0.9498673891054932,0.14442909045377747,0.15641862503718584,0.25276606015628206,0.44862283815396947,2022-05-19
0.2648736546002328,0.1916561100585386,-1.394498467722442,-1.0526048665924463,0.13415820735739545,0.12798007016535848,0.20411911909235642,0.4085324581316672,2022-05-20
0.21478619672358035,0.18293993684463203,-1.4577424336015248,-1.125396792035317,0.08516882486408577,0.1018001858284697,0.15368202328449115,0.3632591276592575,2022-05-21
0.3044198284205049,0.10751772542484105,-1.261720476266928,-0.8195316345500759,0.10597892316291109,0.0712566972663626,0.17765188676537946,0.45804509851150216,2022-05-22
0.215860399173107,0.1278955118288286,-1.2563485334813596,-0.857765250809025,0.06822785686235874,0.06278429392259569,0.16926519626984374,0.4603509739041328,2022-05-23
0.20209464531275445,0.1548811623849906,-1.2576469395589083,-0.8434607430151664,0.07462064596824348,0.043589554014615714,0.18633135121082886,0.4547693215496838,2022-05-24
0.188242635888746,0.11937578970333561,-1.256033670734614,-0.8561715599684976,0.0873770726379007,0.05085809114854783,0.15429737958824263,0.44108000008389353,2022-05-25
-0.006067170546157285,0.15154554137028753,-1.2801184307713993,-0.9557142310380005,-0.029448398074600847,-0.21310034996364266,0.09283086875220761,0.35063177805859597,2022-05-26
-0.009328438775846735,0.19556780267972498,-1.3105620307079517,-0.879323682540562,-0.5694113508868032,-0.20482269464759156,0.10385688445996494,0.31260539149865507,2022-05-27
0.021791576569667084,0.1689224506029859,-1.3633571459469385,-0.8909453965327703,-0.6084986603399739,-0.2136077843583189,0.12031569446902722,0.30862217660062014,2022-05-28
0.0631011258752551,0.15388872883748264,-1.3509801917639561,-0.9408659394620917,-0.595765383283142,-0.20220195027301088,0.1276091660070233,0.32016168898902836,2022-05-29
-0.03813713142531924,0.16052116266917438,-1.3241219899174757,-0.9375681478506885,-0.5368191268318333,-0.20698148912051692,0.09269364510430023,0.3101409070100635,2022-05-30
-0.05813213087501936,0.12222471322398633,-1.351293582667131,-0.9376673753070645,-0.586557957592886,-0.22214420968899504,0.08480550034437329,0.3043449876923114,2022-05-31
-0.09302517322241328,0.08458071727538481,-1.2668171859229915,-0.9573531502601691,-0.7127558018150739,-0.22196193180512636,-0.4053823095106054,-0.38352050801040605,2022-06-01
-0.1432268857967574,0.1713521825009957,-1.3388173861708492,-0.8912275578116532,-0.37935374608961864,-0.2572286318498664,-0.446828123718733,-0.3426517317746766,2022-06-02
-0.21207434898824432,0.20419696460478007,-1.5581575670209713,-1.0032677123404574,-0.21208086934639142,-0.2905151309631765,-0.04475362302968278,0.26470951811410487,2022-06-03
-0.22757374485605397,0.17448198469355702,-1.4746724319411442,-0.9670746066211723,-0.10797923481557518,-0.25628546820022163,-0.005307818383444101,0.22124998954706826,2022-06-04
-0.2076515218184795,0.19460801470093428,-1.412682304708287,-1.0563144225231371,-0.05502866419381462,-0.24989472440443933,-0.008020488733891398,0.22263006808818317,2022-06-05
-0.2460938349936623,-0.2746354192541912,-1.2649929426424205,-1.119844591517467,0.04930358647950925,-0.1660724192066118,-0.0058532151719555255,0.21388323490857147,2022-06-06
-0.5457362227677368,-0.7535677075013518,-0.17596944693708794,0.24820268283830957,-0.1113295124610886,-0.2168823886057362,-0.06773141620215029,0.21386723296483978,2022-06-07
-0.5466391220665536,0.265599746236112,0.3503516700188629,0.3608793380111456,0.2113262334628962,-0.29084732591407375,0.020221345199970528,0.2741850942443125,2022-06-08
-0.4721439054678194,0.3179101830790751,0.3749203275865875,0.4422670161584392,0.3160889846610371,0.09896319818450137,0.03962387264589779,0.30035778965801,2022-06-09
-0.5698900342779234,0.3213156214542687,0.3899796452908777,0.4661219718377106,0.3297843504534103,0.10526055701775476,0.06367351821972989,0.3148018428264186,2022-06-10
-0.517585804630071,0.3612409451697022,0.3921497057401575,0.45114320766879246,0.32769725715974346,0.13104770455742254,0.06267377912416122,0.3208104916661978,2022-06-11
-0.5419494839129038,0.31943799831205977,0.368634405976627,0.47381955792428926,0.34084324875613675,0.055805592599790545,0.06931572124711238,0.3197556375758722,2022-06-12
-0.6687018846138381,0.2612638013623655,0.36674563445383684,0.34432697819313035,0.30733430027263237,0.09032336032716558,0.04607260934426449,0.3023133655032143,2022-06-13
-0.639870803731028,0.3064852215279825,0.362497697735671,0.3450239678635262,0.3133469649008475,0.05865532106021419,0.06859302454045973,0.3701969588873908,2022-06-14
-0.609077926396858,0.3641356193087995,0.3790264963940717,0.359872740956489,0.32347539901034905,0.17709586120443419,0.13032793202786708,0.3867082964302972,2022-06-15
-0.8733040627348236,0.2748294600378722,0.34623527803691106,0.3322162870527245,0.3034961299877614,0.1447067720280029,0.06413793835206888,0.4017761847889051,2022-06-16
-0.8703410640149377,0.2663829054683447,0.3457078328845091,0.33834477070951835,0.3044053997471929,0.1394949800358154,0.08641445255256258,0.42783255806658416,2022-06-17
-0.9098806113027967,0.26534564220579343,0.33372183674713596,0.3417126841447316,0.2988536385097541,0.11803726439597086,0.11650160066201351,0.43715388951823114,2022-06-18
-1.2169392033130861,0.252052834557835,0.34644197694724427,0.3669823202281259,0.35444883737014604,0.16025488930987195,0.1303845072747208,0.44385991209186615,2022-06-19
-1.167911676953081,0.2907638417487033,0.33079458444146437,0.3785960492840968,0.4240499013545923,0.13490197660634295,0.15775810141814872,0.4402939551556483,2022-06-20
-1.1330476154270581,0.2532143265614286,0.3509116645739414,0.4184362271404825,0.3718625425430946,0.16046291769715026,0.15810457315994428,0.42184846931137143,2022-06-21
-1.093301797725726,0.2074097664724104,0.32164181807776915,0.4165601106709801,0.3550268426979892,0.16737897018203513,0.16865260877413676,0.43517436999361964,2022-06-22
-1.087890919384081,0.22008621450280771,0.35134883073857054,0.4234522953792475,0.35539717140374705,0.1643637599074282,0.17645740684820338,0.4388263956690207,2022-06-23
-1.1230548604461363,0.23204798768740148,0.310186117507983,0.40680515677668155,0.34009503446752204,0.18468333890428767,0.2040242669149302,0.4108708010893315,2022-06-24
-1.4227828972949645,0.23229121572570877,0.3491175961936824,0.37393577421549706,0.3265043036383577,0.15298110019648448,0.17962210055673494,0.4305778365442529,2022-06-25
-1.4836557904793881,0.21793961790623143,0.24404622170841322,0.36473086767364293,0.3263399132923223,0.14743489885004238,0.18505601227050647,0.42073974541854114,2022-06-26
-1.440216113270726,0.1746589899645187,0.359524512111675,0.38122747361660003,0.32735020471038295,0.1638713575550355,0.1686095196590759,0.44974834911059586,2022-06-27
-1.4359552383283154,0.178697858590167,0.36773812705883757,0.394620261201635,0.3512334272474982,0.15269722658442333,0.17890717931324615,0.4580013614846393,2022-06-28
-1.478332240167074,0.1771833601850085,0.40268277914496137,0.39276474269106987,0.33456316113239154,0.14068479355657473,0.16871009443188087,0.4632364184549078,2022-06-29
-1.467152949324809,0.20708461636560968,0.4293089716602117,0.3866550243459642,0.3257923114928417,0.14899708465440198,0.17962695212336258,0.4523336093965918,2022-06-30
-1.471745696044527,0.20710168281453661,0.43231021069921555,0.3641308965254575,0.32229452932951974,0.1507808540086262,0.1741581162181683,0.4670371102448553,2022-07-01
-1.5341303213662467,0.18601704278727993,0.3896003302955069,0.36850257941987363,0.30844286680454386,0.12446624264353887,0.1579402317968197,0.46407621482852845,2022-07-02
