Date,Radial Distance from Sun(AU),Electronic Box Temperature(DegC),Out Board Sensor Temperature(DegC),In Board Sensor Temperature(DegC),Search Coil Magnetometers Temperature(DegC),Solar Array Angle(Deg),High Gain Antenna azimuth(Deg),High Gain Antenna Elevation(Deg),anomaly_score
2022-01-01,0.992170817893934,2.69462839975872,-86.1999772153818,-72.5768589358267,-113.526905144881,-0.0181490043488282,99.5727448117142,-81.5800943827337,0.05640757477882663
2022-01-02,0.985085422801075,2.6749591981804,-86.6839865720974,-73.0991747175795,-113.507703557771,-0.0181490043488282,99.543377841381,-81.5803518748014,0.07902107912495226
2022-01-03,0.977585076709202,2.67214931224064,-86.1999772153818,-72.6224981788925,-113.483802319591,-0.0181490043488282,98.860345799249,-81.5871968722706,0.08056017825983303
2022-01-04,0.969675390418372,2.74239646073464,-86.1461983979689,-72.5667168818121,-113.477822925761,-0.0181490043488282,98.2655305395475,-81.5931406475026,0.08524935016327001
2022-01-05,0.961362305409867,1.95000862572229,-86.1657543315736,-72.6377112599144,-113.469038989287,-0.0181490043488282,97.7015199142245,-81.5966039158145,0.06771505343245093
2022-01-06,0.952652093790444,1.8151341006138,-86.1315314477654,-72.6884215299875,-113.466414155201,-0.0181490043488282,97.0475716011514,-81.6012773968452,0.06964698119819818
2022-01-07,0.943551357988053,1.8151341006138,-86.1364204311666,-72.7239187190387,-113.444560505437,-0.0181490043488282,96.4365686734538,-81.6073670842489,0.07019790900245432
2022-01-08,0.934067030457541,1.82637364437284,-86.1853102651783,-72.7999841241483,-113.412256530755,-0.0181490043488282,95.2870725843528,-81.6143966176999,0.08384518620034148
2022-01-09,0.92420637334845,1.87976147722829,-82.4403489798838,-68.9257194905641,-113.692694457969,-0.0181490043488282,95.2550491541866,-81.6146326520954,-0.028825163278164978
2022-01-10,0.913976978127875,-1.66220573596704,-53.5124539381107,-42.0636690235389,-113.26986745017,-0.0181490043488282,93.9664687246601,-81.6230011442991,-0.07688398062161872
2022-01-11,0.903386764873003,-2.81345249041474,-53.402218044848,-42.9035615436358,-112.372535224414,-0.0181490043488282,2.34678432583083,-89.7937566060668,-0.07580715559822016
2022-01-12,0.892443981804388,0.466388849528947,-85.3835169873867,-73.3476550409377,-111.890849919435,-0.0181490043488282,93.1079987536629,-81.6252541998925,0.03871556370665208
2022-01-13,0.881157206262632,1.73926718024028,-86.0728636469514,-73.1042457445869,-112.579385119185,-0.0181490043488282,92.4233573861071,-81.6291809539264,0.09328379095416361
2022-01-14,0.869535342222468,1.64373105828844,-86.1070865307596,-72.9723990423968,-112.168126422127,-0.0181490043488282,91.7102416873865,-81.6322622756712,0.09881144678111758
2022-01-15,0.857587620094831,1.68587934738483,-86.1168644975619,-72.992683150426,-112.1130274775,-0.0181490043488282,91.0150517281196,-81.6350217323312,0.10063533476855424
2022-01-16,0.845323596059956,1.71116832084267,-86.1217534809631,-73.073819582543,-112.076383845913,-0.0181490043488282,90.2884434450459,-81.6382403831789,0.10184304973774405
2022-01-17,0.832753151193381,1.19274436495694,-86.0924195805561,-73.0535354745138,-112.693560681459,-0.0181490043488282,89.5848592443686,-81.6398497086025,0.08717131873812528
2022-01-18,0.819886490781459,2.00339645857773,-86.0581966967479,-73.0180382854626,-112.813157866547,-0.0181490043488282,88.9366100890628,-81.6439137917394,0.10920489356647911
2022-01-19,0.806734142312883,2.46562269566827,-86.0581966967479,-73.0484644475065,-112.755552449338,-0.0181490043488282,88.0169342535479,-81.6458664399204,0.13589048459104563
2022-01-20,0.793306955250811,2.79016452171056,-86.0728636469514,-73.0636775285284,-112.655476565531,-0.0181490043488282,87.2989304970735,-81.650252388142,0.13549473527339073
2022-01-21,0.779616099256692,2.92644398978893,-86.0924195805561,-73.1296008796234,-112.545124619649,-0.0181490043488282,86.4796508187963,-81.651660011446,0.13553373731513996
2022-01-22,0.765673062714845,2.86322155614432,-86.1070865307596,-73.1600270416673,-112.444874472998,0.018214618142963,85.5434354094593,-81.6544108850371,0.13019847626864672
2022-01-23,0.751489651047049,2.8576017842648,-86.1413094145678,-73.3070868248793,-112.345610000557,-0.0181490043488282,84.6558087533174,-81.6573291284722,0.1342577191677825
2022-01-24,0.737077984839376,2.78454474983104,-86.1021975473585,-73.3476550409377,-112.669521061604,-0.0181490043488282,83.0863817254345,-81.6621828539503,0.13224012370860155
2022-01-25,0.722450498453189,2.8857006436624,-86.1364204311666,-73.5251409861935,-114.551625123985,29.9272941176471,82.1639979316732,-81.6659164889335,0.10845604575147821
2022-01-26,0.707619933934581,2.90677478821061,-85.7257458254685,-73.073819582543,-114.95708575025,29.9272941176471,81.2223022328265,-81.6703625186377,0.09074087854318452
2022-01-27,0.692599343673297,2.99528619531305,-86.0141958461374,-73.3679391489669,-114.956394144588,29.9636577401388,80.2670023697306,-81.6744909747915,0.1050493804243583
2022-01-28,0.677402085856343,3.07677288756609,-85.9164161781141,-73.3425840139304,-114.8894608754,29.9272941176471,79.2564661665558,-81.6782761081882,0.11020774833327357
2022-01-29,0.662041820984716,3.18073866733722,-85.8821932943059,-73.4237204460474,-114.791819225693,29.9272941176471,78.2021777695262,-81.6838937268009,0.10644218245364973
2022-01-30,0.646532508435878,3.2594154736505,-86.1021975473585,-73.6671297423982,-114.682104428334,29.9272941176471,77.1200244392257,-81.6902280316689,0.11404675749434817
2022-01-31,0.630888402668704,2.88429570069253,-86.1315314477654,-73.8091184986028,-114.561939306057,29.9272941176471,76.0055515628809,-81.6977510915833,0.11213308702774943
2022-02-01,0.615124049640491,3.06834322974681,-86.1657543315736,-74.0068885518879,-114.087323559344,29.9272941176471,74.8524420017617,-81.7039652334864,0.12455023139605709
2022-02-02,0.599254280386091,2.87446109990336,-86.0581966967479,-74.0068885518879,-113.396547304447,29.9636577401388,73.6925046093112,-81.7134924399953,0.13093512354408687
2022-02-03,0.583294207694679,2.93627859057808,-86.0728636469514,-74.2401557942241,-113.38449428144,29.9272941176471,72.3200246810245,-81.7234402168815,0.13167564835612838
2022-02-04,0.567259219963081,3.57412269890363,-86.1266424643642,-74.4024286584581,-113.944264655953,29.9272941176471,71.0820199851496,-81.7325597276162,0.12961718958288493
2022-02-05,0.551164974985349,3.7385010263796,-86.087530597155,-74.468352009553,-113.938813496369,29.9636577401388,69.7642528297373,-81.7446704378721,0.13025982674504571
2022-02-06,0.535027393142677,3.80453334596396,-86.0533077133467,-74.6052697387504,-113.790270759109,29.9636577401388,68.382923757387,-81.7592015735653,0.12302616832781521
2022-02-07,0.518862649902657,3.95767212968089,-86.1070865307596,-74.8588210891158,-113.602959984803,29.9272941176471,66.9375907400489,-81.7744622701173,0.12047420577359647
2022-02-08,0.502687167988428,4.20634703534966,-86.1217534809631,-75.0464490883863,-113.442708962721,29.9636577401388,65.4695683800026,-81.7932548995327,0.12845692282817273
2022-02-09,0.486517606981777,4.26535464008462,-86.5128721530565,-75.5738358971464,-113.230222653189,29.9272941176471,63.9501248540155,-81.8131418702363,0.10308882726808488
2022-02-10,0.470370854578516,4.26816452602438,-86.0288627963409,-75.3507107088248,-112.923400242269,29.9636577401388,62.3758183514477,-81.8353977679637,0.11612217421009813
2022-02-11,0.454264015158992,3.89163981009653,-86.8599899745394,-76.3497030292647,-111.883274338624,29.9636577401388,60.7444043997749,-81.8605590345228,0.07311420583584688
2022-02-12,0.43821439760759,3.91130901167485,-86.6302077546845,-76.3446320022574,-111.393922490176,29.9636577401388,59.0533166613881,-81.8888016228267,0.07362686064387886
2022-02-13,0.422239501917153,3.56569304108435,-86.1706433149748,-74.3010081183118,-113.849879543141,29.9636577401388,57.3669281532387,-81.9199753291691,0.11398619415974853
2022-02-14,0.406357002758527,3.07958277350586,-85.7061898918639,-72.105253424147,-115.592208467596,55.8181933318074,55.48537782383,-81.9570756446055,0.0984422718431695
2022-02-15,0.390584734302017,2.94751813433713,-85.7013009084627,-71.6539320204965,-115.887763696516,55.8181933318074,53.600158232455,-81.9965019717211,0.10441753961559486
2022-02-16,0.374940675903979,3.68370825055428,-85.6328551408463,-71.7046422905696,-116.479162777192,55.8181933318074,51.647857665882,-82.0415072936392,0.09695138994643815
2022-02-17,0.359442928808589,3.88321015227724,-85.6719670080557,-71.9328385058985,-116.443368099918,55.8181933318074,49.6623706633033,-82.0891647838557,0.10651997160917087
2022-02-18,0.344109694883984,3.96048201562065,-85.6132992072416,-71.8060628307157,-116.59189994575,55.8363751430533,47.5341472244705,-82.1452551392928,0.10458698924199983
2022-02-19,0.328959252423929,3.93940787107245,-85.5839653068346,-71.1164031577217,-116.637093925165,59.9091008621347,45.3652958288726,-82.2062464270872,0.10151100207853558
2022-02-20,0.314009929847741,3.78205425844588,-85.593743273637,-71.2736049949483,-116.439915517324,59.9091008621347,43.1213511632332,-82.2733831922332,0.09976724223217365
2022-02-21,0.299280076867209,3.97734133125921,-85.6866339582592,-71.5880086694014,-116.16487973827,59.9091008621347,40.799854178305,-82.3465323971625,0.11157318410418676
2022-02-22,0.284788031992699,5.05285058121036,-86.2488670493935,-72.2269580723224,-115.867015526668,59.9091008621347,38.4610193941447,-82.4245181614321,0.11561473793755961
2022-02-23,0.270552087086509,5.30848161608859,-85.9066382113117,-72.0596141810812,-115.540299922978,59.9091008621347,35.9214480854569,-82.5124989094671,0.11860233678157694
2022-02-24,0.256590448234198,5.26564023486458,-86.1119755141608,-72.4297991526147,-115.218839433173,59.9091008621347,33.3574922779479,-82.6070929121102,0.1241425879146203
2022-02-25,0.24292119265568,5.70170429375177,-86.1364204311666,-72.6782794759729,-114.890147035348,59.9091008621347,30.6827462167308,-82.7095490058904,0.10380147639241522
2022-02-26,0.229562221248296,6.06126588616751,-86.1755322983759,-72.9064756913018,-114.539639107755,59.9091008621347,27.9849202831693,-82.8185625643306,0.11020827083064316
2022-02-27,0.216531206361338,6.15459889526266,-86.0679746635502,-73.0332513664845,-114.180526952246,59.9091008621347,25.1732656894995,-82.9354339223735,0.10811073549199424
2022-02-28,0.203845534384619,6.46213881047783,-86.322201800411,-73.5149989321789,-113.790047484841,59.9091008621347,23.1813843005703,-83.0216079343993,0.10717981070837873
2022-03-01,0.191522249868174,6.54170137560813,-86.4639823190448,-73.8851839037125,-113.41075895944,59.9091008621347,20.6066843025153,-83.1092306733233,0.09315105410635077
2022-03-02,0.179577957312239,7.11393982481446,-85.9946399125328,-73.712768985464,-113.010292052795,59.9091008621347,17.4232479749929,-83.4179225590289,0.10087023555068758
2022-03-03,0.168028790342364,7.04508760499017,-85.9848619457304,-73.0028252044407,-113.37166417956,59.9091008621347,17.2248331706103,-83.4236388829342,0.10994586891913705
2022-03-04,0.156890298736204,6.78803931764615,-86.0581966967479,-71.0504798066266,-113.769517143547,69.9818242923629,9.68498906491619,-83.5195418035886,0.11356664789543724
2022-03-05,0.146177367013182,6.75284818306929,-86.0728636469514,-71.0301956985974,-113.50742038065,69.9818242923629,6.62488466655461,-83.7163687402198,0.11151527637217945
2022-03-06,0.135904119069802,6.53864127694927,-86.0777526303526,-71.1519003467729,-113.117006261811,69.9818242923629,3.32264760223136,-83.8302703564139,0.10871303835974366
2022-03-07,0.12608381445073,7.03896740767246,-86.4737602858472,-71.7299974256061,-112.684992334711,70.0181879148546,-0.804888543377142,-84.1393509600052,0.10411636079749403
2022-03-08,0.116728738677715,7.92945611739996,-86.8599899745394,-72.2168160183078,-112.192852280762,70.0181879148546,-4.16628866027888,-84.3030257929063,0.09893044044501365
2022-03-09,0.107850087865865,8.15743346748484,-86.4493153688413,-71.8212759117376,-111.695124924381,70.0181879148546,-6.75618250208492,-84.4273601293811,0.0980782114051113
2022-03-10,0.0994578498895696,7.85142360159909,-86.7622103065161,-72.1914608832712,-111.225170708742,70.0181879148546,-11.4395211874319,-84.6485286494888,0.10158055007565275
2022-03-11,0.0915606840689464,7.96770735063568,-86.7622103065161,-71.8517020737815,-111.001940005742,70.0181879148546,-16.0498308308146,-84.8623286049228,0.09847245779525077
2022-03-12,0.0841658028649578,8.08858124766055,-86.7573213231149,-71.3091021839994,-110.782891610995,72.9454595254444,-19.832080316408,-85.0318570908321,0.09986955496196392
2022-03-13,0.0772788616414275,8.56442658911288,-86.7670992899172,-71.2178236978679,-110.388888766715,72.9454595254444,-24.3543791710144,-85.2302161052666,0.10212976570008436
2022-03-14,0.0709038620431934,9.17644632088435,-86.7230984393067,-70.8983489964074,-109.986570317354,72.9454595254444,-28.4143381432713,-85.4015599102538,0.09064066126975678
2022-03-15,0.0650430784422542,5.30083136944145,-86.7670992899172,-70.5535191599104,-109.667135633109,72.9454595254444,-33.0641384867865,-85.5899325239921,0.09284247804709633
2022-03-16,0.0596970181456774,4.88352954683184,-86.791544206923,-70.0413454321721,-109.713863354679,76.9090943770504,-37.636154768152,-85.7658725623896,0.09425098607740151
2022-03-17,0.0548644294279692,5.12028554856887,-86.7817662401207,-69.5950950555289,-109.5625833725,76.9090943770504,-42.2198568978614,-85.5417643411744,0.09064961958032813
2022-03-18,0.0505423711530847,5.65733286319833,-86.7524323397137,-69.0524951657469,-109.40473935595,76.9090943770504,-48.2760402919245,-85.7704087143175,0.08534359073445524
2022-03-19,0.0467263589672668,6.3213742721704,-86.4786492692483,-68.4591850058917,-109.546687333711,76.9090943770504,-53.3693578476327,-86.4325324005436,0.10089968032002194
2022-03-20,0.0434106008828301,6.32290432149983,-86.8159891239289,-67.8303776569853,-109.691031425576,76.9090943770504,-57.9177792725181,-86.582079501991,0.09718743613650827
2022-03-21,0.0405883310423497,6.823230452223,-86.4199814684343,-66.8871666336258,-109.988356511504,76.9090943770504,-63.8556278952864,-86.7140227290694,0.09371751194192796
2022-03-22,0.038252239113551,8.13754282620227,-86.0484187299456,-65.6701201518717,-110.402290668552,76.9090943770504,-68.9368604899456,-86.7621737457492,0.09620216382988173
2022-03-23,0.0363949812652223,9.17644632088435,-86.0973085639573,-64.4226475080736,-110.894621322487,76.9090943770504,-75.1448697902563,-86.9178062430657,0.09871183715650111
2022-03-24,0.0350097407089588,9.26824928065007,-85.887082277707,-63.3678738905533,-111.54318950738,78.9818208590829,-79.9551949803764,-87.033235645529,0.07124211961748989
2022-03-25,0.0340907897540681,9.45338524951095,-85.6377441242475,-62.7086403796031,-111.848432661277,78.9818208590829,-85.84729155423,-87.168148614456,0.056749817158653904
2022-03-26,0.0336339930739722,9.57425914653582,-86.0973085639573,-63.1548907562463,-111.885245757829,78.9818208590829,-91.6452146958178,-87.2937146213218,0.08067172478507006
2022-03-27,0.0336371881528453,9.56201875190039,-85.6915229416603,-63.4743654577068,-111.256040836406,78.9818208590829,-97.6343042400796,-87.4176884689016,0.06817414316147441
2022-03-28,0.0341003900561681,9.45185520018152,-86.0826416137538,-64.4987129131832,-110.423757672631,78.9818208590829,-103.03873229518,-87.5250583696424,0.08314385655297396
2022-03-29,0.0350257899719242,8.98519015470577,-86.5030941862542,-65.6802622058863,-109.766890219798,77.0000034332799,-108.246277623702,-87.6251412448642,0.10001558065811711
2022-03-30,0.0364175476961377,8.50322461593573,-86.8599899745394,-66.9378769036989,-109.09309204254,77.0000034332799,-112.523143622344,-87.5819469504897,0.08834988784801684
2022-03-31,0.0382814091535561,8.01054873185969,-86.4737602858472,-67.2066413350864,-108.757919245209,77.0000034332799,-116.448730359017,-87.7222715443752,0.096862926168789
2022-04-01,0.0406242016949003,7.17208169933275,-86.7768772567196,-67.7796673869123,-108.772241472689,77.0000034332799,-122.097737254723,-87.7517500946046,0.09808117158046348
2022-04-02,0.0434532719614836,6.62126394073842,-86.4199814684343,-68.1498523584459,-108.815180155862,77.0000034332799,-126.208585242648,-87.8259121016673,0.10451636573518347
2022-04-03,0.0467759253503164,6.11787771135638,-86.7475433563126,-68.6366709511475,-109.044086063415,76.981821622034,-130.001336113073,-87.8989282690282,0.10108431213412528
2022-04-04,0.0505989165805425,5.5915407420329,-86.468871302446,-68.8851512745057,-109.315609357023,76.981821622034,-133.461810636132,-87.9650093166962,0.10220632227943616
2022-04-05,0.054928020899281,5.06979392069772,-86.4639823190448,-69.1792708409296,-109.669155992956,76.981821622034,-135.15516859625,-87.6529718458596,0.09868193101600015
2022-04-06,0.0597677024396142,4.94815692344633,-85.9310831283176,-68.7127363562571,-110.030440988299,73.0000049591821,-138.073772520283,-88.1940699686822,0.10433823524324559
2022-04-07,0.0651208793013833,4.25130521038582,-86.4639823190448,-69.8790725679382,-110.146750545156,73.0000049591821,-141.188798164957,-88.234009468183,0.10120623703648884
2022-04-08,0.0709887790811557,4.88071966089208,-86.439537402039,-70.0413454321721,-110.364584545709,73.0000049591821,-144.805117282272,-88.3318582656999,0.11232872024308194
2022-04-09,0.0773708695659801,4.58849152315703,-86.8893238749464,-70.62958456502,-110.734484660396,73.0000049591821,-146.50927093135,-88.35056754421,0.11243988082161105
2022-04-10,0.0842648520950966,4.36510559094611,-86.4884272360507,-70.2441865124645,-111.165986690392,70.0545515373465,-149.437970356191,-88.4455281390329,0.11715205780215399
2022-04-11,0.0916667013580112,6.9027930173533,-85.9310831283176,-70.0210613241429,-111.258193517656,70.0545515373465,-151.441361640552,-88.4961939949083,0.11579898711635367
2022-04-12,0.0995707396418028,7.5316432917485,-86.5079831696553,-70.8476387263343,-111.483411906218,70.0545515373465,-153.257745019133,-88.5443106793123,0.12195099573438223
2022-04-13,0.107969733603546,7.91262557477624,-86.468871302446,-70.7462181861881,-111.877550893345,70.0545515373465,-154.920010812064,-88.590367427174,0.12829931445690984
2022-04-14,0.116855004867552,7.64945709011451,-86.0973085639573,-70.3202519175741,-112.271036394808,70.0363697261006,-156.178752202465,-88.6275020748862,0.130944315085471
2022-04-15,0.126216548052976,7.30519599099305,-86.0826416137538,-70.2898257555303,-112.664538233412,70.0545515373465,-157.847008977507,-88.6794725572384,0.1377730299834216
2022-04-16,0.136043151228585,6.97623538516588,-86.0386407631432,-70.2340444584499,-113.026830685821,70.0363697261006,-159.11965493957,-88.72176992091,0.1324594367815783
2022-04-17,0.146322514640111,6.34585506144125,-86.0728636469514,-70.2492575394718,-112.915689111428,70.0545515373465,-160.301208791114,-88.7631746454132,0.13188167050816718
2022-04-18,0.157041366105873,5.95416243310751,-86.0533077133468,-70.2086893234133,-112.704215704676,59.9454644846265,-161.367886848139,-88.8030387090442,0.13067662223530907
2022-04-19,0.168185570598189,6.18672993118066,-86.8697679413418,-72.7695579621044,-111.833293576716,59.9454644846265,-162.276353195635,-88.8403536012037,0.12218864968750426
2022-04-20,0.179740234110968,2.98123676561425,-80.5189785032248,-67.3232749562544,-112.383457711961,59.9454644846265,-163.314732874408,-88.8842946225749,0.0014663174281981384
2022-04-21,0.191689798561977,-7.46964628775349,-52.0898859821964,-42.0374223822859,-113.007117201608,59.9454644846265,-164.154028269423,-88.9237295327595,-0.03220992063022843
2022-04-22,0.204018130934908,-7.55243204092093,-49.7854308801804,-39.6465921832987,-113.187833216417,59.9454644846265,-164.857080319827,-88.9581862629664,-0.06294035100566842
2022-04-23,0.216708606003613,-1.67011808479486,-49.6227017044116,-38.9921305702782,-113.398566006083,59.9454644846265,-165.559952125784,-88.9941922371146,-0.025705601293615765
2022-04-24,0.229744181241477,-1.75583519709624,-53.4914566251083,-42.8143229633755,-113.638335342109,59.9454644846265,-166.236636988444,-89.0329276271816,0.033784917303482986
2022-04-25,0.243107466220992,-1.82440888693733,-53.5387005793637,-42.7460816961177,-113.892437797043,59.9454644846265,-166.461644620146,-89.0222785184273,0.03450060036921887
2022-04-26,0.256780785509745,-1.98265586349372,-53.5491992358649,-42.6725911006092,-114.124299956528,59.9272826733806,-167.325000169114,-89.1010042383751,0.030796266726008326
2022-04-27,0.270746235784377,0.585809001968752,-53.5124539381107,-42.515111253091,-114.313015725014,59.9454644846265,-167.829023725707,-89.1355210500646,0.05527169898358192
2022-04-28,0.284985738196004,3.07677288756609,-53.5229525946119,-42.2421461840595,-112.764341831526,59.9454644846265,-168.317898165644,-89.171853180832,0.059454612756576486
2022-04-29,0.299481085703133,3.90287935385557,-53.5072046098601,-41.9324358172737,-112.726308965851,59.9454644846265,-168.726280585184,-89.2043958866683,0.05897232167002148
2022-04-30,0.314213986374168,4.88633943277161,-53.4599606556046,-41.7014653742471,-113.587848128811,59.9454644846265,-169.047077077861,-89.2331577506423,0.07776684681248242
2022-05-01,0.32916610164881,4.94534703750656,-52.3995963489822,-40.5466131591137,-113.99760542332,56.0363750667582,-169.433298013433,-89.2700263232177,0.05301024098962298
2022-05-02,0.344319082531602,4.99311509848249,-53.3812207318455,-41.7592079850037,-113.817733494161,56.0363750667582,-169.752128983325,-89.3024188253477,0.064843352802683
2022-05-03,0.359654601855602,4.89757897653065,-52.8352905937825,-41.5544841832301,-113.856626782628,56.0363750667582,-169.961736109588,-89.3246489738683,0.05536783925275185
2022-05-04,0.375154382893559,4.76551433736192,-53.4704593121059,-42.142408947298,-114.005447251294,56.0363750667582,-170.231184392409,-89.3573333003418,0.05845116340759582
2022-05-05,0.390800225796972,4.66014361462092,-53.281483495084,-41.9061891760207,-114.160051068091,56.0363750667582,-170.552950771875,-89.3989955169129,0.05513766370010614
2022-05-06,0.406574031732189,4.56179760672931,-53.4652099838552,-41.9796797715292,-114.293084412246,29.9818395513847,-170.777269278278,-89.4303365930994,0.043392659276740686
2022-05-07,0.422457824799518,4.96642118205477,-53.601692518371,-43.9114325677522,-111.399586032602,29.9818395513847,-170.961732304121,-89.459900974018,0.05890741839637498
2022-05-08,0.438433773195058,4.88352954683184,-52.7722986547752,-44.3261294995501,-109.996067642345,29.9818395513847,-171.138208784326,-89.4911004295672,0.05172305467964394
2022-05-09,0.454484205515974,4.33841167451839,-52.7670493265246,-44.4311160645622,-109.96394337622,29.9818395513847,-171.298604884897,-89.5210038417085,0.052182562362749374
2022-05-10,0.470591625559663,4.50279000199435,-52.761799998274,-44.4258667363116,-110.080634133048,29.9818395513847,-167.153961063073,-89.5577865835946,0.055949876528102016
2022-05-11,0.486738680425726,4.86667023119328,-52.7408026852716,-44.2053949497862,-110.356916980579,29.9818395513847,-171.567134779344,-89.582913517878,0.06289275722354676
2022-05-12,0.502908304887159,4.82873677100652,-52.7460520135222,-44.0899097282728,-110.565879913237,29.9818395513847,-171.670316142448,-89.6118384601616,0.06864394277028568
2022-05-13,0.519083625375533,4.72898582014504,-52.7040573875174,-43.9219312242534,-110.747570710828,29.9818395513847,-171.769785328242,-89.6415144209763,0.07011582207180755
2022-05-14,0.535247986346915,4.69526718886792,-52.709306715768,-43.8379419722437,-110.912935258235,29.9818395513847,-171.850097104191,-89.670542360087,0.07769687009244569
2022-05-15,0.551384970153156,4.80485274051856,-52.6568134332619,-43.6279688422195,-111.065567726611,29.9818395513847,-171.919542714877,-89.7013942013447,0.07919730871946234
2022-05-16,0.567478406096549,4.56601243563895,-52.761799998274,-43.6699634682243,-111.212433183998,29.9818395513847,-171.971817896177,-89.7284437430677,0.08093402588721688
2022-05-17,0.583512378797407,4.52105426060279,-52.9192798457922,-43.7329554072316,-111.381805776813,29.9818395513847,-172.019810126082,-89.7569009080948,0.08074147527795089
2022-05-18,0.599471235658634,4.44659228319915,-53.0977570063128,-43.8169446592413,-111.532205502502,29.9818395513847,-172.052975104415,-89.7827187794268,0.08112826475492813
2022-05-19,0.615339593571907,4.37213030579551,-53.2972314798358,-43.9219312242534,-111.679893262684,29.9818395513847,-172.080573962549,-89.8129869719975,0.07907253554690336
2022-05-20,0.631102345142296,4.3089078721509,-53.4862072968577,-44.0164191327643,-111.821176863353,29.9818395513847,-172.081655429234,-89.8144975921286,0.07041437017617452
2022-05-21,0.646744664291701,4.2597348682051,-53.6436871443758,-44.0899097282728,-111.936680454557,29.9818395513847,-172.103580878808,-89.8632022167542,0.060242314899595084
2022-05-22,0.66225201134165,3.46453714725299,-53.2972314798358,-43.6909607812267,-111.336546448832,29.9818395513847,-172.101907180367,-89.8985129623193,0.07749865563667901
2022-05-23,0.677610137624276,3.41957897221683,-53.1292529758165,-43.4914863077037,-111.179856923622,29.9818395513847,-172.094997809881,-89.9256826670074,0.07332370337296551
2022-05-24,0.692805089529781,3.38586034093971,-53.2027435713249,-43.5229822772073,-111.252333929531,29.9818395513847,-172.077750132872,-89.9531356129699,0.07400439740737763
2022-05-25,0.707823212687187,3.47577669101203,-53.3287274493395,-43.5754755597134,-111.349877556388,29.9818395513847,-172.054884837251,-89.9790951049393,0.07164580611849558
2022-05-26,0.722651155018642,3.46734703319275,-53.3759714035949,-43.5649769032122,-110.790580958981,0.0545782406347683,-172.024517939388,-90.0068570413833,0.04470972056062833
2022-05-27,0.737275870300174,3.37462079718066,-52.7722986547752,-42.6043498333513,-109.039146800934,0.0727600518806639,-171.987936899621,-90.0348335545505,0.030822280561138116
2022-05-28,0.751684621899559,3.3296626221445,-52.761799998274,-42.6095991616019,-108.816874543576,0.0727600518806639,-171.946849748668,-90.0596343322147,0.027970225749032518
2022-05-29,0.765864982709637,3.28470444710834,-52.7722986547752,-42.5991005051007,-108.888442115269,0.0727600518806639,-171.902470990782,-90.0850230501003,0.02892042083633628
2022-05-30,0.779804838595296,3.25660558771074,-52.7565506700234,-42.5466072225946,-109.009614694612,0.0727600518806639,-171.844955845903,-90.1132742214731,0.027264327875887062
2022-05-31,0.793492390355701,3.20883752673482,-52.7513013417728,-42.4941139400886,-109.122351863169,0.0727600518806639,-171.78191749617,-90.1400920203352,0.021185269012608865
2022-06-01,0.806916156486115,3.25660558771074,-52.7303040287704,-42.4048753598283,-109.180403173034,0.0727600518806639,-174.153475230614,-83.8483248419016,-0.021569717854695414
2022-06-02,0.820064974001851,3.58536224266268,-52.7408026852716,-42.3471327490716,-109.881032382534,0.0727600518806639,-174.143862193415,-83.6513305354264,-0.01087516101956787
2022-06-03,0.832928000255111,3.69494779431331,-52.7198053722692,-42.2893901383149,-110.338080256299,0.0727600518806639,-171.644562644132,-90.0541540427048,0.015454193869572919
2022-06-04,0.845494714131688,3.66403904897596,-52.9822717847995,-42.515111253091,-110.570290941472,0.0727600518806639,-171.506212156101,-90.242286330513,0.02183102389741487
2022-06-05,0.857754917653884,3.63172536066871,-53.1292529758165,-42.6200978181031,-110.691354606538,0.0727600518806639,-171.479306714799,-90.2179000199413,0.023976087517899147
2022-06-06,0.8696987367353,2.32372345571039,-53.1922449148237,-42.6515937876067,-111.285307727019,0.0545782406347683,-171.336546341089,-90.2938534086257,0.01660950505479708
2022-06-07,0.881316622254307,1.84182801704153,-85.7306348088696,-74.0119595788952,-111.132729715782,0.0545782406347683,-171.285545745525,-90.3092514342805,0.05797315685471982
2022-06-08,0.892599350709447,3.34933182372282,-86.1119755141608,-73.8547577416686,-112.134926222316,0.0727600518806639,-171.171002878945,-90.307850582295,0.11264653763101973
2022-06-09,0.903538025629791,3.41676908627706,-86.1168644975619,-73.6722007694055,-112.35765591964,0.018214618142963,-171.066458619632,-90.3681656193946,0.13321452650253757
2022-06-10,0.914124077791698,3.41676908627706,-86.1119755141608,-73.6164194723251,-112.45911501477,-0.0181490043488282,-170.969911968808,-90.3913313224283,0.13328749222736075
2022-06-11,0.92434926583299,3.39007516984934,-86.1119755141608,-73.5707802292593,-112.535284214684,-0.0181490043488282,-170.8676017872,-90.4176770524993,0.13585750032513827
2022-06-12,0.934205676880933,3.48139646289155,-86.1070865307596,-73.5707802292593,-112.604167049438,0.018214618142963,-170.780685339712,-90.4379202205634,0.132920508223207
2022-06-13,0.943685726857272,3.55445349732531,-86.1021975473585,-73.5048568781643,-112.684916094717,-0.0181490043488282,-170.753522406342,-90.4134223300956,0.12433614552521233
2022-06-14,0.952782161251526,3.41676908627706,-86.1021975473585,-73.4642886621058,-112.741045067585,0.018214618142963,-170.54922571996,-90.4884659134737,0.12791507426626947
2022-06-15,0.96148805548038,3.36900102530115,-86.0973085639573,-73.4440045540766,-112.795660131998,-0.0181490043488282,-170.435727508006,-90.5143524493572,0.1357307763207527
