Date,Radial Distance from Sun(AU),Electronic Box Temperature(DegC),Solar Wind Analyser temperature(DegC),Out Board Sensor Temperature(Deg C),In Board Sensor Temperature(Deg C),Out Board Sensor minus In Board Sensor Temp.(DegC),Heater Dutycycle,Search Coil Magnetometer's Temperature(Deg C),Solar Array's Angle(Deg),High Gain Antenna Azimuth(Deg),High Gain Antenna elevation(Deg),In Board Sensor Readings-along R(nT),In Board Sensor Readings-along T(nT),In Board Sensor Readings-along N(nT),Out Board Sensor Readings-along R(nT),Out Board Sensor Readings-along T(nT),Out Board Sensor Readings-along N(nT),25V_Electroic_Box,33V_Electronic_Box
2021-12-07,1.0248187824711,2.0834782078609,-7.52442151543602,-86.1853102651783,-72.728989746046,-13.4563205191323,7.91666666666667,-113.220861471045,-0.0181490043488282,114.373109919481,-81.4305086574761,0.144418531323539,0.10283116617111,0.0660644479656586,-0.137729847332775,0.297472735766231,-0.0076694744860153,2.511653555644048,3.265873221204276
2021-12-08,1.02896173776041,2.08066832192114,-7.49078006174165,-86.1706433149747,-72.7188476920314,-13.4517956229433,7.94444444444444,-113.305967087421,-0.0181490043488282,113.639424896077,-81.4380016766492,0.140238540174223,0.0925781258955426,0.048268099227207,-0.134750905114544,0.283942980831203,-0.011133638887112,2.511596048933172,3.265487052519574
2021-12-09,1.03265705132542,2.26471585097542,-7.50760078858883,-86.1608653481724,-72.6934925569948,-13.4673727911776,8.0,-113.3493803184,-0.0181490043488282,113.04281577497,-81.4431472264709,0.140972115627116,0.0842645080902868,0.064971948787155,-0.134880879080931,0.25780037040455,-0.0194059763096172,2.5118929532614573,3.2662568272878363
2021-12-10,1.03590208774155,1.97810748511989,-7.51881460648696,-86.1559763647712,-72.663066394951,-13.4929099698202,8.0,-113.373232545155,-0.0181490043488282,112.573583688271,-81.4481254064484,0.130366141067687,0.0965631925713917,0.112603498899931,-0.136249321356041,0.24711901970577,-0.0015983268040707,2.511611453525109,3.26597817795096
2021-12-11,1.03869453161669,1.92190976632469,-7.50199387963977,-86.1266424643642,-72.647853313929,-13.4787891504352,8.0,-113.420305295856,0.018214618142963,111.980918487337,-81.4531164610294,0.15968981147374,0.109186475959482,0.142870527238531,-0.0976512718002228,0.247530329794531,-0.0123612556682181,2.5114075071982644,3.2657194123507622
2021-12-12,1.04103239128751,1.26158657048106,-6.99176516527521,-86.1559763647713,-72.6782794759729,-13.4776968887983,7.88888888888889,-112.761477386029,-0.0181490043488282,111.398432806149,-81.4586439574183,0.013956752716678,0.187543656701758,0.118218394374784,0.090905512980483,0.386690919885389,0.148156639109823,2.5101993190705287,3.265150183637182
2021-12-13,1.04291400058575,-0.543927101635259,-6.84037862365057,-53.5544485641155,-41.7172133589989,-11.8372352051166,44.7777777777778,-113.158851127196,-0.0181490043488282,110.454299515727,-81.4681840385306,-0.0046703449602618,0.21023691959565,0.0983358708449806,0.0923318111520474,0.285611066144717,0.198379798665735,2.510173716053558,3.2635799988708527
2021-12-14,1.04433802039913,-0.952731791072583,-6.90205462209025,-77.9521475635744,-66.3242826358146,-11.6278649277598,20.7222222222222,-112.081667140658,-0.0181490043488282,110.424872463911,-81.4684844459431,-0.0117668162716338,0.207468429639675,0.0667350130850535,0.0876238712049794,0.248579143108441,0.222583792107692,2.5072565955671497,3.2624457431405243
2021-12-15,1.04530344019701,0.414405959643382,-7.04783425476581,-86.1070865307596,-73.0332513664846,-13.0738351642751,7.61111111111111,-112.279504479877,-0.0181490043488282,109.65080839274,-81.477458044506,0.0234259248709185,0.288919502730758,0.0222561995254858,0.133329834579914,0.552326765641407,0.213094397350142,2.5083686198990964,3.263720617300648
2021-12-16,1.0458095784412,2.22116261890914,-7.51881460648696,-86.1559763647712,-72.7492738540752,-13.406702510696,8.02777777777778,-113.206762517833,-0.0181490043488282,109.082673602798,-81.4816551652113,-0.0038488445822528,0.102116644975254,-0.0615738397867385,-0.115626381928497,0.369861659629952,-0.0035591696844451,2.5114706305496424,3.2659150706465856
2021-12-17,1.0458560832888,2.15934512823442,-7.50199387963977,-85.7648576926779,-72.2523132073589,-13.512544485319,8.05555555555555,-113.499480529826,-0.0181490043488282,108.517109441999,-81.4888177362308,-0.0098829464733712,0.116988010961322,-0.0313061741441716,-0.110581906616969,0.346127261871288,0.014870723258447,2.5117134629957474,3.265780416740749
2021-12-18,1.04544293283273,2.81685843813829,-7.52442151543602,-85.7257458254685,-72.1965319102785,-13.52921391519,8.08333333333333,-113.568853478829,-0.0181490043488282,107.636074582793,-81.4970188585905,-0.035130175763939,0.0933875065348721,0.0053864365399755,-0.108493151469478,0.285962555342963,0.0269765460694865,2.512137513510517,3.26585804027018
2021-12-19,1.04457043630948,2.57520824731891,-7.0926895263583,-86.1901992485795,-72.5565748277975,-13.633624420782,8.08333333333333,-113.251651537271,0.018214618142963,107.608085195022,-81.4973407236752,-0.0881331908212537,0.071354798922175,0.0111619445170453,-0.139010286514966,0.216527070953427,0.0182697048402163,2.512497980039643,3.2663422845503423
2021-12-20,1.04323923347918,2.29562459631278,-6.96933752947899,-86.0875305971549,-72.4551542876513,-13.6323763095036,7.77777777777778,-112.647106503311,-0.0181490043488282,106.834321531264,-81.5069795100801,-0.104249028546156,0.0318882371376738,0.0092311142221436,-0.161522129235484,0.142334659356138,0.0088102117504656,2.511880706552537,3.2659776950856205
2021-12-21,1.04145029474513,2.67776908412016,-7.53563533333414,-86.1853102651783,-72.5616458548048,-13.6236644103735,8.05555555555555,-113.266752501835,-0.0181490043488282,106.271503952523,-81.5109663455966,-0.0723706552810394,0.0305121468612337,-0.0382711784737794,-0.135043974362734,0.113909237565455,-0.0239158155584977,2.512333881896587,3.2662623206068804
2021-12-22,1.03920492253521,2.35322725807787,-7.55806296913039,-86.1901992485795,-72.5616458548048,-13.6285533937747,8.11111111111111,-113.568750010265,0.018214618142963,105.711055300805,-81.5164895504511,-0.008238018746225,0.0684786456223643,-0.071689066590161,-0.0886704688617866,0.139608080982247,-0.0433157900589471,2.5115800181087105,3.266057760974669
2021-12-23,1.03650475027271,2.70867782945752,-7.47395933489446,-86.1510873813701,-72.4957225037098,-13.6553648776602,8.08333333333333,-113.610632995647,-0.0181490043488282,105.151576535875,-81.5231414288694,-0.0117632310974426,0.0817234514003866,-0.0632129760568779,-0.0837978695016252,0.151395479487555,-0.0279705547655874,2.512491369474957,3.2668823292419007
2021-12-24,1.03335174279076,2.62438125126472,-7.50199387963977,-86.1559763647712,-72.5058645577244,-13.6501118070468,8.11111111111111,-113.611197342908,0.018214618142963,104.590707313779,-81.5281625241916,-0.0314659691175066,0.0712942825718245,-0.0489627045780582,-0.0955711586687544,0.135321120902802,-0.0076712253700036,2.5122654715215385,3.2666985753758007
2021-12-25,1.0297481960646,2.64405045284303,-7.51320769753789,-86.1168644975619,-72.4805094226878,-13.6363550748741,8.11111111111111,-113.626293642741,0.018214618142963,104.027846819692,-81.5348401518167,-0.0485728331221107,0.048066216531692,-0.027392018253892,-0.0919298569576111,0.0981109275274098,0.0224183562745428,2.512301772163455,3.2667512337143827
2021-12-26,1.02569673859111,2.64405045284303,-7.56927678702846,-86.1364204311666,-72.5007935307171,-13.6356269004495,8.16666666666667,-113.632290599712,-0.0181490043488282,103.465587140431,-81.5408611746689,-0.0600059983685551,0.0228977477513608,-0.0592109200056281,-0.0929475090646361,0.0506348321438565,-0.0062822609092445,2.512280727870308,3.2666686516644616
2021-12-27,1.02120033000406,2.63843068096352,-7.47395933489446,-86.1559763647712,-72.5210776387463,-13.6348987260249,8.11111111111111,-113.600416836425,-0.0181490043488282,102.414337149801,-81.5525770637542,-0.0405219496537055,0.0507901617747883,-0.0873868674019485,-0.0680246024228056,0.0655902729198508,-0.0346535584425963,2.512246313676093,3.2664848413513665
2021-12-28,1.01626226127633,2.70024817163824,-7.53002842438508,-86.1217534809631,-72.4754383956805,-13.6463150852826,8.13888888888889,-113.585735191829,-0.0181490043488282,101.845502839742,-81.5575681183351,-0.0046150241223946,0.0603295611960779,-0.0656351939984897,-0.0327032212283245,0.0650691747278833,-0.0226972935976216,2.512487350271894,3.2666796668851688
2021-12-29,1.01088615553683,2.66652954036112,-7.53002842438508,-85.9359721117187,-72.2878103964101,-13.6481617153086,8.11111111111111,-113.571113450085,-0.0181490043488282,101.815612302204,-81.5578599426786,0.0137219905138566,0.0751137938679883,-0.0510647433243863,-0.0038221301642434,0.0710137086038546,-0.0157876864175771,2.512328376866962,3.266688629383483
2021-12-30,1.00507596721929,2.67214931224063,-7.50760078858883,-86.1461983979689,-72.4855804496951,-13.6606179482738,8.11111111111111,-113.559029411006,-0.0181490043488282,101.191503028254,-81.5645246957003,0.0123868025913566,0.0455505376258962,-0.0295153608853427,0.010373185980574,0.0333067303949689,0.0007658227203781,2.5123665478979795,3.266559158270872
2021-12-31,0.998835982234059,2.68057897005992,-7.50760078858883,-86.1364204311666,-72.5007935307171,-13.6356269004495,8.11111111111111,-113.544734412094,-0.0181490043488282,100.616128419672,-81.5700521920892,-0.013369235759043,0.0723434645049975,-0.0559465260603804,-0.0056466472472602,0.0559396047933371,-0.0373736201236838,2.512326205367008,3.266601140589998
2022-01-01,0.992170817893934,2.69462839975872,-7.51320769753789,-86.1999772153818,-72.5768589358267,-13.623118279555,8.11111111111111,-113.526905144881,-0.0181490043488282,99.5727448117142,-81.5800943827337,-0.0183307926298156,0.0601760583484229,0.010783633824504,-0.0009710597933631,0.0340643940665053,0.021039029612884,2.5123604293398887,3.266426651466786
2022-01-02,0.985085422801075,2.6749591981804,-7.53002842438508,-86.6839865720974,-73.0991747175795,-13.5848118545179,8.05555555555555,-113.507703557771,-0.0181490043488282,99.543377841381,-81.5803518748014,-0.054370105030801,0.109990088554563,0.0191800688363213,-0.0335367140141257,0.0782069877509788,0.0347919635889816,2.512300465310457,3.266263629845055
2022-01-03,0.977585076709202,2.67214931224064,-7.52442151543602,-86.1999772153818,-72.6224981788925,-13.5774790364893,8.05555555555555,-113.483802319591,-0.0181490043488282,98.860345799249,-81.5871968722706,-0.026817957808647,0.0852177321120046,0.0360225094653851,-0.018839973282099,0.0549834275430499,0.0524829752811681,2.512133001650306,3.2660454171473345
2022-01-04,0.969675390418372,2.74239646073464,-7.52442151543602,-86.1461983979689,-72.5667168818121,-13.5794815161568,8.05555555555555,-113.477822925761,-0.0181490043488282,98.2655305395475,-81.5931406475026,-0.039455619370121,0.102834991944011,0.015956296537524,-0.0441795612974937,0.0795930694648744,0.0323508017288955,2.512430389140205,3.2662334169150817
2022-01-05,0.961362305409867,1.95000862572229,-7.51881460648696,-86.1657543315736,-72.6377112599144,-13.5280430716592,8.02777777777778,-113.469038989287,-0.0181490043488282,97.7015199142245,-81.5966039158145,-0.0098244950855847,0.0814754731274235,0.021600540427173,-0.0324360669746472,0.0644394013011239,0.0552390935652198,2.5114897918593733,3.265058806822984
2022-01-06,0.952652093790444,1.8151341006138,-7.54124224228321,-86.1315314477654,-72.6884215299875,-13.4431099177779,8.02777777777778,-113.466414155201,-0.0181490043488282,97.0475716011514,-81.6012773968452,-0.003348535273613,0.0927254533151414,-0.0074941288712908,-0.0596364328062549,0.0799972696970875,0.0438079286244561,2.511161354390621,3.265394480393144
2022-01-07,0.943551357988053,1.8151341006138,-7.53563533333414,-86.1364204311666,-72.7239187190387,-13.4125017121279,8.02777777777778,-113.444560505437,-0.0181490043488282,96.4365686734538,-81.6073670842489,0.0529316418694003,0.103311612436373,-0.0170089872260585,-0.0217464020199364,0.096895591886834,0.0459775921700958,2.511168333727741,3.265640770474966
2022-01-08,0.934067030457541,1.82637364437284,-7.49078006174165,-86.1853102651783,-72.7999841241483,-13.38532614103,8.0,-113.412256530755,-0.0181490043488282,95.2870725843528,-81.6143966176999,0.0100081687794583,0.317224486561941,-0.0040757233254167,0.124056734125203,0.418690178914124,0.137702628251214,2.5111040006374314,3.265585263989642
2022-01-09,0.92420637334845,1.87976147722829,-7.2552898858811,-82.4403489798838,-68.9257194905641,-13.5146294893197,42.3888888888889,-113.692694457969,-0.0181490043488282,95.2550491541866,-81.6146326520954,0.0261735944431981,0.30966953524377,-0.0256710965908895,0.139787769629045,0.415080051962825,0.109624604700146,2.511477364495245,3.26591048214423
2022-01-10,0.913976978127875,-1.66220573596704,-6.96373062052993,-53.5124539381107,-42.0636690235389,-11.4487849145718,21.1666666666667,-113.26986745017,-0.0181490043488282,93.9664687246601,-81.6230011442991,,,,,,,2.508210268663151,3.26360292949186
2022-01-11,0.903386764873003,-2.81345249041474,-6.73945426256745,-53.402218044848,-42.9035615436358,-10.4986565012122,20.5833333333333,-112.372535224414,-0.0181490043488282,2.34678432583083,-89.7937566060668,,,,,,,2.505200700262268,3.261371334457774
2022-01-12,0.892443981804388,0.466388849528947,-7.37864188276041,-85.3835169873867,-73.3476550409377,-12.035861946449,20.0,-111.890849919435,-0.0181490043488282,93.1079987536629,-81.6252541998925,0.0239559919324594,0.22377648611914,0.117612903204729,0.101969413474981,0.631637758069215,0.326408572570775,2.507074522146594,3.262756672781973
2022-01-13,0.881157206262632,1.73926718024028,-7.08708261740924,-86.0728636469514,-73.1042457445869,-12.9686179023646,7.69444444444444,-112.579385119185,-0.0181490043488282,92.4233573861071,-81.6291809539264,0.0849969137140378,0.186089819154638,-0.007607025767198,0.143070208975381,0.568593499068139,0.229687855907778,2.511058587082961,3.266063552244005
2022-01-14,0.869535342222468,1.64373105828844,-6.94130298473368,-86.1070865307596,-72.9723990423968,-13.1346874883628,7.5,-112.168126422127,-0.0181490043488282,91.7102416873865,-81.6322622756712,0.127438675726797,0.0215068405467425,0.126188000664543,-0.0124960376054414,0.352225081768529,0.0770946539608069,2.5105981966123627,3.265524102435526
2022-01-15,0.857587620094831,1.68587934738483,-6.93569607578462,-86.1168644975619,-72.992683150426,-13.1241813471359,7.44444444444444,-112.1130274775,-0.0181490043488282,91.0150517281196,-81.6350217323312,0.156869697820861,0.0684908014656337,0.152123896734415,-0.0273733376133633,0.379203160118389,0.116594015839131,2.510673187326065,3.2653422334395
2022-01-16,0.845323596059956,1.71116832084267,-7.04222734581674,-86.1217534809631,-73.073819582543,-13.0479338984201,7.44444444444444,-112.076383845913,-0.0181490043488282,90.2884434450459,-81.6382403831789,0.115547728309849,0.0824124900800483,0.224659663110281,-0.0651881191440062,0.34223696503289,0.18287867342034,2.510742272864473,3.2652287775976667
2022-01-17,0.832753151193381,1.19274436495694,-7.45153169909822,-86.0924195805561,-73.0535354745138,-13.0388841060423,7.75,-112.693560681459,-0.0181490043488282,89.5848592443686,-81.6398497086025,0.111495302554921,0.0610436327260085,0.236152006162905,-0.0714028108566944,0.249958565168143,0.174069101793135,2.5097563840708137,3.265084844316552
2022-01-18,0.819886490781459,2.00339645857773,-7.54684915123227,-86.0581966967479,-73.0180382854626,-13.0401584112853,7.77777777777778,-112.813157866547,-0.0181490043488282,88.9366100890628,-81.6439137917394,0.123209496533685,0.0277221735711037,0.185769926328253,-0.0671343315170641,0.147876184727801,0.11390115733113,2.510770904502766,3.2657758152651217
2022-01-19,0.806734142312883,2.46562269566827,-7.5132076975379,-86.0581966967479,-73.0484644475065,-13.0097322492415,7.69444444444444,-112.755552449338,-0.0181490043488282,88.0169342535479,-81.6458664399204,0.174468570514267,0.0738695253934231,0.154574138353977,-0.0446001787186009,0.14777395696572,0.0656119618046515,2.5120301123748217,3.2664303803160024
2022-01-20,0.793306955250811,2.79016452171056,-7.53002842438508,-86.0728636469514,-73.0636775285284,-13.009186118423,7.66666666666667,-112.655476565531,-0.0181490043488282,87.2989304970735,-81.650252388142,0.149111936395209,0.0819068273370001,0.141771801110876,-0.0675509192885634,0.129636987896552,0.0562729254558924,2.512462165509352,3.26685496564688
2022-01-21,0.779616099256692,2.92644398978893,-7.49078006174165,-86.0924195805561,-73.1296008796234,-12.9628187009327,7.58333333333333,-112.545124619649,-0.0181490043488282,86.4796508187963,-81.651660011446,0.131773229197565,0.0657244976186068,0.10268492658565,-0.0547044803569779,0.099992989160672,0.0279645873990305,2.51293505704051,3.267181432418455
2022-01-22,0.765673062714845,2.86322155614432,-7.53563533333414,-86.1070865307596,-73.1600270416673,-12.9470594890924,7.52777777777778,-112.444874472998,0.018214618142963,85.5434354094593,-81.6544108850371,0.086777760559153,0.0637452258693709,0.0860876242804745,-0.0619813893620444,0.0777864883326748,0.0186606219636297,2.512669504312524,3.2669021597826764
2022-01-23,0.751489651047049,2.8576017842648,-7.53002842438508,-86.1413094145678,-73.3070868248793,-12.8342225896885,7.47222222222222,-112.345610000557,-0.0181490043488282,84.6558087533174,-81.6573291284722,0.0534989030123119,0.0707699049117385,0.0446626378843063,-0.0545170186083324,0.0642763883474978,-0.0152715535744747,2.512699977604392,3.2668148485937
2022-01-24,0.737077984839376,2.78454474983104,-7.47956624384352,-86.1021975473585,-73.3476550409377,-12.7545425064208,7.88888888888889,-112.669521061604,-0.0181490043488282,83.0863817254345,-81.6621828539503,-0.015299648510784,0.0357343543024035,-0.0422140635215698,-0.0654688583381424,-0.007625224071173,-0.0515692813381297,2.512317280804235,3.2666166444708407
2022-01-25,0.722450498453189,2.8857006436624,-7.51320769753789,-86.1364204311666,-73.5251409861935,-12.6112794449731,8.33333333333333,-114.551625123985,29.9272941176471,82.1639979316732,-81.6659164889335,-0.0212569705779837,0.0791741170802319,-0.0613155945451344,-0.06607473529562,-0.0554032983567753,-0.0183221148910636,2.5128346717680388,3.266743236044199
2022-01-26,0.707619933934581,2.90677478821061,-7.55245606018133,-85.7257458254685,-73.073819582543,-12.6519262429255,8.44444444444445,-114.95708575025,29.9272941176471,81.2223022328265,-81.6703625186377,-0.0141156169098743,0.0637075699489174,-0.0628117654375291,-0.0594025289704447,-0.0960413214167873,-0.0107934309860616,2.512788534214593,3.2668608640004546
